x0,x1,y
6.23269,-7.1715100000000005,0
8.357389999999999,2.60406,0
6.42221,-1.93627,0
4.6963300000000014,-8.7232,0
7.36498,3.17425,0
-6.16926,-6.83551,0
-4.46201,6.98711,0
-7.60854,3.33817,0
4.59849,6.83344,0
-1.91391,-7.01997,0
-4.57469,-6.750380000000002,0
6.3783,0.0288101,0
4.211130000000002,-3.5931900000000003,0
9.2439,2.1555,0
7.43723,-2.4988200000000003,0
-1.6009799999999998,-7.629389999999999,0
8.056280000000001,1.90449,0
8.76186,0.545353,0
5.7455300000000005,5.09306,0
-0.923935,-8.57215,0
-6.70039,6.52307,0
-6.7511100000000015,-5.88609,0
-7.57748,5.33493,0
4.13108,-8.98316,0
-0.0270303,5.70094,0
-4.24204,4.07332,0
0.302709,7.63347,0
-6.3589400000000005,5.29223,0
6.48996,-3.29753,0
-1.61519,-6.5678100000000015,0
-5.25137,0.174394,0
-8.95357,-2.66189,0
1.61442,-6.46497,0
3.26505,-4.3811300000000015,0
6.40789,-2.65254,0
-1.20986,5.88826,0
4.05384,-7.16573,0
5.59408,-0.346981,0
8.29044,-2.62122,0
5.08483,0.712587,0
-3.54403,-4.45336,0
-7.61804,3.54296,0
6.54757,4.9433099999999985,0
7.54956,5.50429,0
5.83473,4.24239,0
1.82494,-8.16405,0
6.76155,1.33482,0
-5.64153,2.76012,0
8.24083,3.56929,0
9.07349,-1.79398,0
8.54905,3.87895,0
-6.5114800000000015,1.63929,0
-8.51321,-1.60399,0
1.75216,8.576,0
-6.5219,6.47466,0
-7.1185399999999985,-1.37714,0
-5.65757,-6.74325,0
6.21629,-2.83612,0
-6.647,3.91883,0
-1.63573,8.355039999999999,0
3.20893,-7.4497,0
-7.110289999999999,-2.58697,0
-0.120531,-5.766380000000002,0
4.3853,3.80654,0
2.94329,7.87195,0
3.88506,-3.87882,0
-1.36898,-8.526589999999999,0
-6.34225,5.76598,0
8.8344,-0.253922,0
-7.66445,3.57467,0
7.8243,3.03179,0
4.10705,7.17869,0
-4.28125,5.10837,0
-6.4031,3.1760200000000003,0
-5.7234099999999986,6.72381,0
3.5479800000000004,-9.15148,0
2.4839,6.9539399999999985,0
-5.146719999999998,-0.8594450000000001,0
-4.69827,-3.897580000000001,0
-6.6539600000000005,6.8906600000000005,0
-4.57739,7.8879800000000015,0
8.0465,-2.50123,0
1.79994,-8.44008,0
7.53826,-4.46705,0
-7.055,6.5758600000000005,0
-8.89531,-3.52894,0
8.62758,3.76842,0
-4.1849,4.38464,0
-6.58913,-3.43737,0
8.10107,-5.26813,0
4.7964,-6.98561,0
-7.1775600000000015,6.69238,0
-1.15619,7.95058,0
5.33103,-1.31694,0
-2.12235,9.69962,0
-8.99997,-2.48195,0
5.8808099999999985,-1.21691,0
7.42818,5.46175,0
-4.43458,8.024280000000001,0
-3.27208,6.08916,0
-4.5551,2.39118,0
-1.45385,5.13092,0
-7.14213,2.24543,0
8.17484,-5.44899,0
-7.117210000000001,0.969019,0
2.41896,-4.50917,0
-5.61983,7.5888300000000015,0
5.49872,-2.99691,0
-9.09152,-1.1732200000000002,0
4.5625800000000005,3.21187,0
1.93453,-6.29786,0
-8.25253,-0.198679,0
3.88251,-6.641,0
4.6725400000000015,-8.695269999999999,0
-1.4788,5.87561,0
-8.68206,0.569231,0
7.06249,-0.713916,0
2.31031,9.33075,0
-3.63254,7.90928,0
-8.80359,-1.88462,0
5.26054,-6.13141,0
-5.94259,2.86245,0
-0.145627,-7.5514899999999985,0
7.5468899999999985,0.642288,0
-5.07284,0.838335,0
-7.26456,4.56867,0
5.5861,5.64914,0
5.12807,7.491619999999998,0
-4.62825,-7.07665,0
3.08831,5.23594,0
0.415901,-9.95711,0
2.34993,-4.76732,0
-4.29676,4.35816,0
-6.40365,-6.08571,0
1.33837,-5.99677,0
-7.75644,-2.42722,0
5.77065,7.3571399999999985,0
-8.4717,-3.90634,0
6.21327,6.45793,0
-6.18918,-1.61049,0
-6.2506,6.23838,0
8.47392,1.14326,0
-5.20182,-7.0075699999999985,0
7.72263,-5.75091,0
2.88633,-9.37393,0
-0.67642,-8.59267,0
-0.733649,9.56345,0
1.84724,6.55092,0
1.38192,5.86564,0
-8.80587,-0.286418,0
-4.29257,-5.1779,0
-5.02614,5.602,0
-7.2126100000000015,-2.39546,0
4.18821,-8.8254,0
-8.486939999999999,0.0806035,0
-5.29735,7.400419999999999,0
-1.21651,-5.94226,0
-6.38545,-0.31963600000000003,0
7.87738,-4.87263,0
5.74745,-2.62849,0
7.73457,-5.15215,0
7.871939999999999,3.70849,0
8.628680000000001,2.27559,0
5.85348,-0.597861,0
-6.92565,0.5286810000000001,0
5.54132,-7.0899600000000005,0
-0.920248,-6.61235,0
0.457593,-9.22674,0
6.24856,-0.482816,0
5.30331,-7.3426300000000015,0
-4.1497199999999985,-4.4216,0
8.1312,1.07934,0
-3.25547,5.2889300000000015,0
-8.945,1.39527,0
4.68296,6.44885,0
5.8514800000000005,5.81152,0
-6.615239999999999,-2.42014,0
4.62581,5.9767800000000015,0
3.59452,-6.87065,0
4.91947,1.4973299999999998,0
5.63095,-0.597461,0
-1.52627,8.04535,0
-1.8045,-8.26225,0
-3.63096,-5.4931199999999984,0
-2.89209,-7.42135,0
9.38787,2.01424,0
1.71186,-8.75525,0
-9.52345,-0.667289,0
4.87758,-2.59165,0
4.77341,6.78432,0
4.023619999999998,4.93891,0
4.51921,-5.59998,0
-6.68433,-3.57879,0
-8.78903,2.79774,0
-6.2986,-0.579991,0
-7.905939999999998,4.93556,0
-8.05278,-2.9929,0
-3.21363,8.45268,0
2.40889,6.20098,0
2.09012,8.7208,0
2.93835,4.82431,0
2.21524,-8.41001,0
-7.06721,1.32479,0
3.64223,-5.01342,0
5.83469,3.71708,0
-6.9914,-4.39328,0
-2.1821200000000003,5.1254800000000005,0
-8.34635,2.90985,0
5.8466,3.81199,0
8.06899,-4.466,0
0.0115483,-5.9073699999999985,0
-5.21547,3.5375300000000003,0
-4.69882,6.917389999999998,0
0.597875,8.48453,0
4.92154,-3.6736,0
-2.2735,9.31948,0
-7.53618,-0.539374,0
-6.29066,-7.0419399999999985,0
6.127280000000002,1.19394,0
6.51518,0.61682,0
6.89505,5.03624,0
4.1062400000000014,-6.34324,0
9.09879,3.33001,0
7.53983,1.8416,0
-8.18947,-0.374138,0
-8.12902,-4.3962,0
-8.53819,-1.31511,0
8.67021,0.187217,0
6.55772,-4.4664199999999985,0
-7.094639999999999,0.411749,0
-6.69505,-3.64461,0
5.02724,-7.101089999999999,0
-7.29478,-3.35111,0
-9.63157,2.27908,0
-2.78781,5.30657,0
7.502999999999999,2.8883400000000004,0
4.2818,4.24477,0
1.82473,8.31737,0
-5.56784,1.2655299999999998,0
4.24142,5.49115,0
9.3365,-1.52136,0
8.87387,3.05592,0
0.801605,-7.43227,0
5.84919,7.25241,0
-8.807160000000003,-2.01305,0
-7.87258,5.62072,0
7.48945,-4.79608,0
-7.78935,4.4356800000000005,0
9.24361,-2.60121,0
3.92187,-5.1193300000000015,0
-4.76625,-6.4177300000000015,0
-3.47548,7.632810000000001,0
4.56202,-6.0795900000000005,0
2.44735,-7.35031,0
3.40147,8.43295,0
-7.393160000000001,3.21036,0
-5.48841,-3.77752,0
6.10475,2.56468,0
4.58545,7.640160000000002,0
8.103769999999999,-0.00166139,0
-7.922999999999999,-1.83592,0
3.77542,-6.52718,0
-2.27731,5.22543,0
-0.5097079999999999,-6.66107,0
7.45291,1.07357,0
-0.956128,-9.64678,0
6.516,-5.66575,0
7.3063699999999985,-1.7619599999999995,0
3.33463,5.185230000000002,0
7.58468,-4.36665,0
6.90552,1.0372,0
