x0,x1,y
-0.2,0.7,0
-0.2,0.700314,0
-0.20000199999999999,0.700628,0
-0.200004,0.700942,0
-0.200008,0.701257,0
-0.200012,0.7015710000000001,0
-0.200018,0.701885,0
-0.200024,0.702199,0
-0.200032,0.702513,0
-0.20004,0.7028270000000001,0
-0.200049,0.703141,0
-0.20006,0.703455,0
-0.200071,0.703769,0
-0.20008299999999998,0.704083,0
-0.200097,0.704397,0
-0.20011099999999998,0.704711,0
-0.200126,0.705024,0
-0.20014300000000002,0.705338,0
-0.20016,0.7056520000000001,0
-0.200178,0.705965,0
-0.200197,0.706279,0
-0.200218,0.706593,0
-0.200239,0.706906,0
-0.200261,0.7072189999999999,0
-0.200284,0.707533,0
-0.20030799999999999,0.707846,0
-0.20033299999999998,0.708159,0
-0.20035999999999998,0.708472,0
-0.20038699999999998,0.708785,0
-0.200415,0.709098,0
-0.200444,0.709411,0
-0.200474,0.709724,0
-0.200505,0.710036,0
-0.200537,0.710349,0
-0.20057,0.710661,0
-0.200604,0.710973,0
-0.200639,0.711286,0
-0.200675,0.711598,0
-0.200712,0.71191,0
-0.20075,0.712222,0
-0.20078900000000002,0.712533,0
-0.200828,0.712845,0
-0.200869,0.713156,0
-0.20091099999999998,0.713468,0
-0.200954,0.7137789999999999,0
-0.200998,0.71409,0
-0.201042,0.7144010000000001,0
-0.20108800000000002,0.714712,0
-0.20113499999999998,0.715023,0
-0.201183,0.715333,0
-0.201231,0.715643,0
-0.201281,0.715954,0
-0.20133099999999998,0.716264,0
-0.201383,0.7165739999999999,0
-0.20143599999999998,0.716883,0
-0.201489,0.7171930000000001,0
-0.201544,0.7175020000000001,0
-0.201599,0.717812,0
-0.201655,0.718121,0
-0.201713,0.718429,0
-0.201771,0.718738,0
-0.20183099999999998,0.719047,0
-0.20189100000000001,0.719355,0
-0.201952,0.719663,0
-0.202014,0.719971,0
-0.202078,0.720279,0
-0.20214200000000002,0.720586,0
-0.202207,0.7208939999999999,0
-0.202273,0.721201,0
-0.20234000000000002,0.721508,0
-0.202408,0.7218140000000001,0
-0.202477,0.722121,0
-0.202547,0.722427,0
-0.202618,0.722733,0
-0.20269,0.723039,0
-0.202763,0.723345,0
-0.202837,0.72365,0
-0.20291199999999998,0.723955,0
-0.202987,0.72426,0
-0.20306400000000002,0.724565,0
-0.20314200000000002,0.724869,0
-0.20322,0.725173,0
-0.2033,0.725477,0
-0.20338,0.725781,0
-0.20346199999999998,0.7260840000000001,0
-0.203544,0.726387,0
-0.203628,0.72669,0
-0.20371199999999998,0.726993,0
-0.203797,0.727295,0
-0.20388299999999998,0.727597,0
-0.203971,0.727899,0
-0.204059,0.728201,0
-0.204148,0.7285020000000001,0
-0.204238,0.728803,0
-0.20432899999999998,0.729104,0
-0.204421,0.7294039999999999,0
-0.204514,0.729704,0
-0.20460699999999998,0.730004,0
-0.204702,0.730304,0
-0.204798,0.730603,0
-0.204894,0.730902,0
-0.204992,0.7312,0
-0.20509000000000002,0.731499,0
-0.20519,0.731797,0
-0.20529,0.7320939999999999,0
-0.205391,0.732392,0
-0.205494,0.732689,0
-0.20559699999999997,0.7329859999999999,0
-0.20570100000000002,0.733282,0
-0.205806,0.733578,0
-0.20591199999999998,0.733874,0
-0.206019,0.734169,0
-0.206127,0.734464,0
-0.206235,0.734759,0
-0.20634499999999997,0.735053,0
-0.206456,0.735347,0
-0.206567,0.735641,0
-0.20668000000000003,0.735935,0
-0.20679299999999998,0.736228,0
-0.206907,0.73652,0
-0.20702199999999998,0.736812,0
-0.20713800000000002,0.737104,0
-0.20725500000000002,0.737396,0
-0.207373,0.737687,0
-0.207492,0.737978,0
-0.207612,0.738268,0
-0.207733,0.738558,0
-0.20785399999999998,0.738848,0
-0.207977,0.739137,0
-0.2081,0.739426,0
-0.208225,0.739715,0
-0.20835,0.740003,0
-0.20847600000000002,0.740291,0
-0.208603,0.740578,0
-0.208731,0.740865,0
-0.20886,0.741151,0
