param,importance,dataset,imputation,time_taken
C,8.81046249065969e-05,phpkIxskf.csv,False,284.4260861619987
coef0,0.00021187565317538312,phpkIxskf.csv,False,284.4260861619987
gamma,0.0017015276041163023,phpkIxskf.csv,False,284.4260861619987
kernel,0.9846164330433482,phpkIxskf.csv,False,284.4260861619987
shrinking,1.7246269593799354e-06,phpkIxskf.csv,False,284.4260861619987
tol,0.002271652509746489,phpkIxskf.csv,False,284.4260861619987
"('gamma', 'kernel')",0.004924765636172659,phpkIxskf.csv,False,284.4260861619987
"('kernel', 'tol')",0.0021916619746250943,phpkIxskf.csv,False,284.4260861619987
"('coef0', 'tol')",0.0005004590574403918,phpkIxskf.csv,False,284.4260861619987
"('C', 'gamma')",0.0003831650559308928,phpkIxskf.csv,False,284.4260861619987
"('coef0', 'gamma')",0.0003656433773704957,phpkIxskf.csv,False,284.4260861619987
"('coef0', 'kernel')",0.00021825410361896776,phpkIxskf.csv,False,284.4260861619987
"('gamma', 'tol')",0.000195363032959183,phpkIxskf.csv,False,284.4260861619987
"('C', 'kernel')",8.371341451003775e-05,phpkIxskf.csv,False,284.4260861619987
"('C', 'coef0')",6.685141038266089e-05,phpkIxskf.csv,False,284.4260861619987
"('C', 'tol')",3.518921209857173e-05,phpkIxskf.csv,False,284.4260861619987
"('C', 'kernel', 'gamma')",0.00037016414447663414,phpkIxskf.csv,False,284.4260861619987
C,0.024540218048335033,phpmPOD5A.csv,False,231.5776488679985
coef0,0.02227668349919395,phpmPOD5A.csv,False,231.5776488679985
gamma,0.13467729792530891,phpmPOD5A.csv,False,231.5776488679985
kernel,0.0059330258075569525,phpmPOD5A.csv,False,231.5776488679985
shrinking,0.0025286240798217054,phpmPOD5A.csv,False,231.5776488679985
tol,0.052393328516951755,phpmPOD5A.csv,False,231.5776488679985
"('gamma', 'tol')",0.08052166865484552,phpmPOD5A.csv,False,231.5776488679985
"('coef0', 'gamma')",0.06321455318005835,phpmPOD5A.csv,False,231.5776488679985
"('C', 'gamma')",0.05798806974046383,phpmPOD5A.csv,False,231.5776488679985
"('gamma', 'kernel')",0.04047057082291772,phpmPOD5A.csv,False,231.5776488679985
"('C', 'tol')",0.02858228849356971,phpmPOD5A.csv,False,231.5776488679985
"('coef0', 'tol')",0.028520517451407032,phpmPOD5A.csv,False,231.5776488679985
"('C', 'coef0')",0.01770675228345417,phpmPOD5A.csv,False,231.5776488679985
"('gamma', 'shrinking')",0.01089808546790789,phpmPOD5A.csv,False,231.5776488679985
"('C', 'kernel')",0.010358735541457281,phpmPOD5A.csv,False,231.5776488679985
"('kernel', 'tol')",0.008577423290795624,phpmPOD5A.csv,False,231.5776488679985
"('C', 'kernel', 'gamma')",0.023791577198862195,phpmPOD5A.csv,False,231.5776488679985
C,0.016203071822813248,gina_agnostic.csv,False,92.24218263399962
coef0,0.01168005931122379,gina_agnostic.csv,False,92.24218263399962
gamma,0.014195460741680816,gina_agnostic.csv,False,92.24218263399962
kernel,0.6936155700287037,gina_agnostic.csv,False,92.24218263399962
shrinking,0.0004103241348039187,gina_agnostic.csv,False,92.24218263399962
tol,0.011322008045571142,gina_agnostic.csv,False,92.24218263399962
"('C', 'kernel')",0.015781923616512403,gina_agnostic.csv,False,92.24218263399962
"('gamma', 'kernel')",0.013403378567523959,gina_agnostic.csv,False,92.24218263399962
"('C', 'gamma')",0.013352290453574897,gina_agnostic.csv,False,92.24218263399962
"('coef0', 'kernel')",0.012343819827501344,gina_agnostic.csv,False,92.24218263399962
"('C', 'coef0')",0.012320340469809229,gina_agnostic.csv,False,92.24218263399962
"('kernel', 'tol')",0.011196929136327461,gina_agnostic.csv,False,92.24218263399962
"('coef0', 'gamma')",0.010576375177752999,gina_agnostic.csv,False,92.24218263399962
"('C', 'tol')",0.010430621011095086,gina_agnostic.csv,False,92.24218263399962
"('coef0', 'tol')",0.008831194627122566,gina_agnostic.csv,False,92.24218263399962
"('gamma', 'tol')",0.007358404667552058,gina_agnostic.csv,False,92.24218263399962
"('C', 'kernel', 'gamma')",0.013318552777876934,gina_agnostic.csv,False,92.24218263399962
C,0.012760812676655997,analcatdata_broadwaymult.csv,True,697.085403088
coef0,0.021528601246565433,analcatdata_broadwaymult.csv,True,697.085403088
gamma,0.1478383424804168,analcatdata_broadwaymult.csv,True,697.085403088
imputation,0.0031491819485524354,analcatdata_broadwaymult.csv,True,697.085403088
kernel,0.046357052109490496,analcatdata_broadwaymult.csv,True,697.085403088
shrinking,0.0007465334185726099,analcatdata_broadwaymult.csv,True,697.085403088
tol,0.005830837243970484,analcatdata_broadwaymult.csv,True,697.085403088
"('gamma', 'kernel')",0.1454364510847698,analcatdata_broadwaymult.csv,True,697.085403088
